record_id,institution_id,course_id,student_id,instructor_id,survey_rating,instructor_eval_score,LMS_logins,LMS_time_spent_minutes,assignments_submitted,attendance_percent,observation_rating,feedback_text,target_quality_label
248,5,MECH-303,1405,182,5,3,17,165.48208295982568,3,58.51345685642971,2,Needs more hands-on practice.,2
249,4,MECH-303,3190,209,5,4,16,205.62315207589248,5,81.64669402355224,4,Needs more hands-on practice.,1
250,8,MECH-303,1341,486,1,4,13,242.7600983231956,9,70.99351858911356,2,Too fast-paced and hard to follow.,0
251,8,AUT-101,2339,374,3,2,23,279.17744548884696,6,75.40818952290874,5,Too fast-paced and hard to follow.,1
252,7,AUT-101,4172,300,4,1,22,208.1430041932495,9,53.14857043668502,1,Needs more hands-on practice.,2
253,3,ELEC-202,1243,383,1,3,21,243.0603528033016,8,91.70676192051921,4,Too fast-paced and hard to follow.,1
254,1,AUT-101,1489,272,3,4,19,237.0943875190407,3,89.22528011481086,4,Needs more hands-on practice.,1
255,1,AUT-101,1011,426,4,2,23,180.8811454589512,9,59.267698786092474,1,Too fast-paced and hard to follow.,1
256,3,ELEC-202,4310,305,2,5,24,305.39017272120884,2,81.71646786286897,3,Too fast-paced and hard to follow.,2
257,6,AUT-101,1560,162,3,4,18,171.18788985605283,7,90.91576058271357,3,Needs more hands-on practice.,2
258,7,AUT-101,1041,172,5,2,19,204.54973130747828,0,82.04270682078,2,Very informative and well-structured.,1
259,6,ELEC-202,3725,350,1,1,11,272.7059876699214,8,65.51990476479224,1,Needs more hands-on practice.,2
260,6,ELEC-202,1593,223,3,1,21,271.4729121399412,0,82.80555752390836,1,The class was engaging and clear.,2
261,6,ELEC-202,2452,474,3,4,22,200.71601990178308,1,60.52308738416061,5,Too fast-paced and hard to follow.,1
262,3,MECH-303,2826,220,5,4,22,249.5208373920314,7,65.91274986397104,3,Excellent instructor with clear examples.,1
263,6,MECH-303,4229,374,4,3,14,188.80138317782223,8,62.00348265535894,3,Too fast-paced and hard to follow.,1
264,8,ELEC-202,4287,497,2,2,20,175.5660554850471,6,77.84625511951033,1,The class was engaging and clear.,2
265,2,ELEC-202,2693,219,5,4,18,139.36054634407802,2,55.41133233827743,2,Excellent instructor with clear examples.,0
266,5,ELEC-202,4533,416,2,3,20,236.19406827396404,6,96.66551901741693,1,Excellent instructor with clear examples.,2
267,1,MECH-303,1133,263,4,3,21,241.4610465634228,5,66.67561768314334,2,Needs more hands-on practice.,0
268,1,MECH-303,4138,385,3,4,20,171.60553522221693,1,60.948506355290064,3,Very informative and well-structured.,1
269,5,AUT-101,4919,364,2,1,22,213.40500169926173,2,74.82749068009156,5,Needs more hands-on practice.,2
270,3,AUT-101,4078,419,1,2,20,332.54942139359673,9,63.8498909227358,4,Excellent instructor with clear examples.,1
271,4,ELEC-202,1947,260,1,2,10,257.3341150058682,9,76.74520431913221,3,Excellent instructor with clear examples.,1
272,3,MECH-303,4597,475,5,1,18,154.92580287105693,4,67.42545748910428,2,Very informative and well-structured.,0
273,1,MECH-303,1072,407,4,4,18,250.07811398816938,9,56.60334053845204,1,Too fast-paced and hard to follow.,1
274,1,MECH-303,1398,188,5,2,29,155.15691093746597,3,63.2947621013631,3,Very informative and well-structured.,0
275,5,ELEC-202,2428,241,5,4,19,55.23908440726575,1,71.92199224807626,5,Needs more hands-on practice.,1
276,6,AUT-101,4746,302,5,4,29,198.97939283669356,3,51.51466132398128,2,Too fast-paced and hard to follow.,1
277,3,ELEC-202,3625,408,1,3,20,278.16007297964927,7,88.5321263507381,1,Needs more hands-on practice.,2
278,9,AUT-101,3906,326,1,1,21,269.87239802184706,4,81.0912282295208,4,Very informative and well-structured.,2
279,5,AUT-101,1129,433,5,4,15,218.86175845463274,4,80.06798036391771,2,Too fast-paced and hard to follow.,0
280,8,ELEC-202,3978,321,1,5,21,172.91352933750528,9,77.30249659413829,1,Very informative and well-structured.,2
281,1,AUT-101,4537,140,4,1,25,224.32248419563234,2,79.51565861625343,4,The class was engaging and clear.,0
282,5,AUT-101,4277,295,5,2,18,186.54199148445446,7,96.73259763536103,1,Excellent instructor with clear examples.,0
283,3,MECH-303,2811,167,1,3,17,174.31721540153447,5,50.42846054053703,4,Too fast-paced and hard to follow.,0
284,1,AUT-101,3001,363,2,2,23,253.10011011527854,1,52.38998548288746,4,Excellent instructor with clear examples.,2
285,4,ELEC-202,4839,101,5,2,14,173.69821101447036,1,59.574670496540115,4,The class was engaging and clear.,2
286,5,ELEC-202,1265,460,5,1,17,256.3618278238038,8,58.3650689996575,1,Too fast-paced and hard to follow.,0
287,7,AUT-101,2560,224,4,2,23,170.39070190180936,6,59.05972297345913,4,Excellent instructor with clear examples.,0
288,1,MECH-303,2985,209,3,4,23,302.92459774114445,9,83.5971942924325,2,Excellent instructor with clear examples.,1
289,3,MECH-303,1792,185,3,2,17,117.96827798574404,8,72.97416505250827,5,Too fast-paced and hard to follow.,1
290,2,AUT-101,3300,219,4,3,15,152.1615334147716,5,99.58894391673465,5,Excellent instructor with clear examples.,1
291,9,AUT-101,3869,226,4,3,20,192.23161329048386,4,61.344295740147246,4,Excellent instructor with clear examples.,1
292,6,ELEC-202,2312,354,4,5,25,100.79780484059685,0,65.54150505137473,5,Too fast-paced and hard to follow.,2
293,3,AUT-101,1163,282,3,3,11,71.45069286224171,5,99.21203584008245,5,Excellent instructor with clear examples.,1
294,8,MECH-303,1094,115,4,2,23,101.22961915446957,5,91.58790704011236,4,Excellent instructor with clear examples.,2
295,8,AUT-101,2805,161,1,3,27,185.39553948444959,2,73.48996103392663,4,Needs more hands-on practice.,1
296,2,ELEC-202,3880,468,5,1,14,186.66449950579434,2,77.72984427729949,2,Needs more hands-on practice.,1
297,6,ELEC-202,2133,257,5,3,23,216.6499740616433,2,92.15889603264202,3,The class was engaging and clear.,2
298,7,ELEC-202,3383,367,2,4,18,190.1499259111829,2,74.0490123023164,1,Needs more hands-on practice.,2
299,2,ELEC-202,1821,134,2,1,19,214.97582322554246,6,60.301186179104214,4,Needs more hands-on practice.,1
300,2,ELEC-202,1237,366,5,5,14,177.4891792780799,9,91.42222692771927,4,The class was engaging and clear.,1
301,1,AUT-101,3428,163,1,4,25,235.74078787358405,1,76.88862456378217,5,Excellent instructor with clear examples.,2
302,8,AUT-101,4507,149,3,2,24,229.7155001586761,9,57.65212985819107,2,Excellent instructor with clear examples.,0
303,1,AUT-101,3946,354,3,2,20,183.66536900712404,9,75.27929155921987,5,Needs more hands-on practice.,0
304,9,AUT-101,3530,248,1,2,23,226.65057173361953,1,70.66016902984293,4,The class was engaging and clear.,1
305,6,ELEC-202,2960,424,3,4,14,190.46770320256653,2,93.8421265940879,4,Excellent instructor with clear examples.,2
306,7,MECH-303,3949,403,4,4,27,123.88370423034473,9,56.30277156803517,5,Very informative and well-structured.,2
307,7,AUT-101,2048,375,5,4,17,245.22483206913108,6,93.76049022240127,4,Too fast-paced and hard to follow.,2
308,3,MECH-303,2676,456,5,1,17,154.65919767007853,2,75.61055084051424,3,Too fast-paced and hard to follow.,1
309,2,AUT-101,4188,271,1,1,9,244.69119775708836,6,70.21822149905738,1,Too fast-paced and hard to follow.,0
310,9,AUT-101,3529,300,3,2,22,216.20133860585116,8,58.09835922014702,1,Needs more hands-on practice.,1
311,8,MECH-303,4463,492,2,3,18,195.77388454914387,9,85.04089813193397,1,Too fast-paced and hard to follow.,2
312,7,ELEC-202,3964,423,2,2,18,106.15033022744569,3,96.34033545550201,3,Too fast-paced and hard to follow.,0
313,9,AUT-101,4041,134,3,5,17,276.9872778707222,6,68.76886769496599,4,Very informative and well-structured.,0
314,4,AUT-101,1963,315,2,1,20,181.84430693229558,8,62.07925003354167,5,Excellent instructor with clear examples.,0
315,4,AUT-101,1536,164,1,4,23,231.72817935777914,7,77.74334584995785,2,Very informative and well-structured.,1
316,1,MECH-303,4150,107,1,1,25,194.30129383146095,7,89.80929742169351,4,Needs more hands-on practice.,2
317,8,ELEC-202,2603,400,3,4,19,186.4282332218806,8,50.18838472752665,3,Too fast-paced and hard to follow.,1
318,3,MECH-303,4244,442,2,5,19,209.64039191984946,4,81.56887181977146,3,Excellent instructor with clear examples.,2
319,7,MECH-303,2979,431,1,5,18,201.32861417209236,4,79.82580003493155,1,Too fast-paced and hard to follow.,0
320,2,ELEC-202,4083,175,1,1,16,186.65036049121062,2,65.907609290208,4,Too fast-paced and hard to follow.,2
321,2,MECH-303,4871,273,4,4,18,197.23427206939238,4,72.57115018024851,1,Needs more hands-on practice.,2
322,7,ELEC-202,1127,146,4,5,26,221.3532328135855,7,62.34816120809104,2,Too fast-paced and hard to follow.,1
323,6,AUT-101,4679,114,1,2,22,224.89095883791472,4,89.49428689759213,1,The class was engaging and clear.,2
324,3,ELEC-202,1091,460,3,2,16,202.16786063719647,3,81.72674666830538,2,Excellent instructor with clear examples.,1
325,9,AUT-101,4724,246,5,4,21,231.04684949072194,7,76.63558110194927,3,Excellent instructor with clear examples.,2
326,6,MECH-303,1542,125,5,1,17,178.79650977784567,6,69.62630992089136,1,The class was engaging and clear.,2
327,6,MECH-303,1845,407,1,5,25,311.24431904982276,5,64.56921930103661,1,Needs more hands-on practice.,2
328,1,AUT-101,4603,192,1,1,17,274.27943040038906,4,91.13682430217156,5,Too fast-paced and hard to follow.,1
329,4,MECH-303,2681,331,1,2,17,238.12214974158056,4,72.57038352167845,3,Too fast-paced and hard to follow.,0
330,6,ELEC-202,4036,120,3,5,13,102.92097530814748,9,75.07237099208363,5,Excellent instructor with clear examples.,1
331,6,AUT-101,2851,406,4,1,14,230.3009569427491,1,76.04143652703708,2,Needs more hands-on practice.,1
332,5,MECH-303,3494,137,1,3,21,183.16814585689727,3,72.41834677157883,2,Needs more hands-on practice.,2
333,1,AUT-101,1389,375,1,4,11,151.06596342953236,7,62.80442131192119,3,Needs more hands-on practice.,2
334,8,ELEC-202,3719,256,2,4,16,181.89519748475902,7,56.0170220121526,2,Too fast-paced and hard to follow.,2
335,5,ELEC-202,2884,278,3,3,13,156.60826330352901,0,54.92686335838704,3,Needs more hands-on practice.,0
336,5,MECH-303,1042,231,1,2,27,225.34015468797529,1,87.87312616703443,2,The class was engaging and clear.,2
337,7,ELEC-202,1253,410,2,5,20,280.79970312816135,4,61.17639111507557,4,Very informative and well-structured.,2
338,4,AUT-101,4201,447,5,4,23,241.3014395853391,8,52.783640747698776,1,Needs more hands-on practice.,2
339,6,ELEC-202,2083,127,1,3,19,338.1262620394793,9,89.8758703347943,4,Very informative and well-structured.,0
340,4,AUT-101,3710,359,1,3,18,122.31937852122977,6,57.7030826430324,3,Too fast-paced and hard to follow.,0
341,3,AUT-101,3514,175,2,2,23,174.69826477654468,9,81.2573045866677,3,Needs more hands-on practice.,0
342,7,ELEC-202,3334,166,3,2,15,152.84874038288447,4,66.93216357239316,4,Excellent instructor with clear examples.,1
343,8,MECH-303,4058,441,1,1,15,261.4684157179929,0,56.32401283456547,1,Too fast-paced and hard to follow.,1
344,4,ELEC-202,2540,293,5,4,17,188.9724821510731,5,70.724048962718,1,The class was engaging and clear.,2
345,2,AUT-101,4538,261,1,1,25,209.4758098238627,7,50.74044305663126,5,The class was engaging and clear.,1
346,3,AUT-101,2953,446,5,3,22,231.68427659865296,6,92.05224912562801,2,Very informative and well-structured.,1
347,1,ELEC-202,3825,460,4,5,17,127.2605574731629,1,75.67489806709287,5,Very informative and well-structured.,1
348,8,MECH-303,3392,356,4,5,15,168.93255183975015,4,56.95800054539809,1,Excellent instructor with clear examples.,2
349,3,MECH-303,1641,171,5,2,16,249.8632976848957,3,61.849015919449236,4,Excellent instructor with clear examples.,2
350,7,AUT-101,3429,186,3,5,19,172.59560497460402,8,72.39875960692633,2,The class was engaging and clear.,2
351,5,AUT-101,4850,361,1,5,19,114.3178515465654,9,59.44346914077743,4,Needs more hands-on practice.,1
352,5,MECH-303,1689,313,1,5,17,154.88685561578757,0,63.429958075054294,5,The class was engaging and clear.,1
353,7,ELEC-202,2276,252,4,3,18,185.68659731973673,5,76.71927821176315,3,The class was engaging and clear.,2
354,9,AUT-101,2950,309,5,5,19,208.3380259944714,2,91.63045065191928,4,Excellent instructor with clear examples.,1
355,5,AUT-101,2079,160,1,5,22,196.45933450247404,8,70.09198428449604,5,Very informative and well-structured.,1
356,1,MECH-303,2486,367,1,5,19,169.2891079028513,4,85.84876367767741,5,Excellent instructor with clear examples.,0
357,1,ELEC-202,1456,361,3,1,25,246.96567194242346,5,93.83421067303243,5,Excellent instructor with clear examples.,0
358,2,MECH-303,1982,317,2,3,19,193.54695317190456,8,60.8150470148081,3,Excellent instructor with clear examples.,2
359,6,ELEC-202,3130,382,4,2,16,210.4700680998962,8,90.359598520108,3,The class was engaging and clear.,0
360,9,ELEC-202,4976,235,4,1,17,171.9522011305784,7,87.87010991655137,3,Needs more hands-on practice.,1
361,8,ELEC-202,2122,479,2,4,16,275.44701321201063,8,67.84686489740675,2,The class was engaging and clear.,1
362,5,AUT-101,1148,461,1,3,10,180.41844473965696,3,99.47599797504336,3,Too fast-paced and hard to follow.,1
363,1,MECH-303,2352,192,3,3,19,203.73464332966304,5,63.12861857179785,3,Excellent instructor with clear examples.,1
364,7,MECH-303,2179,208,3,4,22,251.74997210634402,4,62.74016330158478,3,Excellent instructor with clear examples.,1
365,5,ELEC-202,1189,340,4,4,25,214.00211305299797,4,88.61295823265989,4,Too fast-paced and hard to follow.,0
366,6,AUT-101,4565,454,3,4,20,212.75448482187406,3,71.73286590255421,3,Excellent instructor with clear examples.,0
367,7,AUT-101,1882,241,2,2,17,101.31722453016933,1,66.53974973905216,2,Excellent instructor with clear examples.,1
368,3,MECH-303,3310,390,1,5,20,234.03175008469424,5,58.93314026695515,5,Excellent instructor with clear examples.,1
369,3,AUT-101,4151,336,2,3,16,202.7793470106745,8,88.26662154672721,4,Too fast-paced and hard to follow.,1
370,5,AUT-101,1399,439,5,5,28,227.0782551586275,0,89.31609030680386,1,The class was engaging and clear.,0
371,6,ELEC-202,3811,411,4,5,17,209.16065241844183,6,78.32820016150703,3,Excellent instructor with clear examples.,2
372,9,AUT-101,1608,276,3,4,22,172.04212214385637,5,97.86568065956865,5,Needs more hands-on practice.,1
373,5,ELEC-202,4331,240,5,2,21,244.71535832747975,2,65.9081635211327,5,Too fast-paced and hard to follow.,0
374,1,MECH-303,2795,288,3,1,24,209.9063305639958,0,60.980952273966864,4,Very informative and well-structured.,0
375,4,AUT-101,2638,148,1,2,17,135.5306754478545,3,83.8733384467231,1,Too fast-paced and hard to follow.,2
376,5,MECH-303,2575,401,1,5,14,265.4258578173081,8,87.92043203998523,2,The class was engaging and clear.,1
377,5,MECH-303,3832,468,1,2,20,128.4760217806264,1,61.24529852759112,5,Too fast-paced and hard to follow.,1
378,7,AUT-101,3148,289,3,4,17,245.0464617125271,2,53.83053821305566,5,Very informative and well-structured.,2
379,4,AUT-101,2382,235,5,1,26,274.34658859651034,1,90.5258243293186,5,Needs more hands-on practice.,2
380,1,MECH-303,2403,142,1,4,18,144.68522820183685,1,98.82509868230062,5,Very informative and well-structured.,2
381,5,AUT-101,1819,479,5,1,23,193.8619106631056,9,82.23361430361422,4,Too fast-paced and hard to follow.,1
382,7,ELEC-202,4292,452,3,5,29,189.20258769329115,7,63.89334500719471,1,Very informative and well-structured.,1
383,6,ELEC-202,1819,189,5,1,20,191.45144224095557,2,99.8336304276396,5,Too fast-paced and hard to follow.,0
384,5,AUT-101,1419,394,3,1,13,291.5119177616532,6,94.66333181335386,2,Needs more hands-on practice.,2
385,4,MECH-303,1123,440,3,1,16,145.26405635414406,7,75.66903231401469,2,Needs more hands-on practice.,1
386,2,AUT-101,1421,344,4,2,17,184.67164775605008,2,91.26606424209169,3,The class was engaging and clear.,1
387,4,AUT-101,4302,291,3,2,20,275.16612494108756,1,90.79102616314835,5,Needs more hands-on practice.,2
388,3,MECH-303,4761,417,3,5,22,183.8525585830426,7,96.73994848367498,5,Excellent instructor with clear examples.,2
389,1,MECH-303,4134,205,2,1,15,153.2110142066752,2,92.046192188673,5,Very informative and well-structured.,2
390,8,ELEC-202,2508,462,1,3,16,213.1507340884874,6,82.18396179785822,5,Very informative and well-structured.,2
391,5,MECH-303,4699,409,4,5,12,240.28202708535076,0,80.46518594782538,5,Too fast-paced and hard to follow.,2
392,4,ELEC-202,4774,481,4,1,25,180.35795149258513,5,73.36786441658059,2,Needs more hands-on practice.,1
393,8,MECH-303,2597,332,4,1,19,227.71841954037725,8,81.32428199853787,1,The class was engaging and clear.,2
394,7,AUT-101,1767,364,2,2,10,131.1692452962718,2,89.76082932651914,1,The class was engaging and clear.,2
395,2,ELEC-202,3044,443,3,5,16,133.94864582907027,6,98.45188131512766,3,The class was engaging and clear.,1
396,1,ELEC-202,3530,136,1,1,23,177.99568598736863,5,73.36436790910601,2,Excellent instructor with clear examples.,0
397,4,ELEC-202,3566,404,5,1,22,229.5008709995864,7,78.68266014943785,5,Needs more hands-on practice.,2
398,8,AUT-101,3202,140,3,5,12,238.0748990492543,2,72.24027475293909,1,The class was engaging and clear.,1
399,2,AUT-101,3139,116,2,3,19,140.89919762709684,2,83.42443104917021,4,Excellent instructor with clear examples.,2
400,3,AUT-101,4029,443,3,5,19,236.22103523662898,3,81.49602520306297,4,Very informative and well-structured.,0
401,1,AUT-101,2549,376,3,5,21,208.325352021739,2,50.891689509681164,4,Too fast-paced and hard to follow.,0
402,1,AUT-101,3502,406,2,3,21,156.0397652774341,8,77.05807795503293,5,Needs more hands-on practice.,1
403,3,ELEC-202,2764,158,4,5,16,133.29058239885006,3,54.424344784950705,5,Needs more hands-on practice.,1
404,5,AUT-101,3044,282,4,1,27,211.49115774521627,5,51.31918090027692,3,Very informative and well-structured.,1
405,3,ELEC-202,3645,140,1,5,26,264.4781612082723,7,89.5598581042349,3,Needs more hands-on practice.,1
406,1,AUT-101,4716,138,1,3,20,201.77612153889785,7,62.93249310796503,3,Needs more hands-on practice.,0
407,1,MECH-303,1509,496,4,4,23,153.2539575296882,4,67.03275386436496,4,Needs more hands-on practice.,0
408,8,ELEC-202,2206,291,5,5,25,106.59888564602868,4,53.20422938020331,5,Needs more hands-on practice.,1
409,2,MECH-303,1385,366,3,2,19,276.47454234443046,5,58.97501302471753,4,Excellent instructor with clear examples.,0
410,3,ELEC-202,2597,246,5,1,18,252.0925305159881,9,88.28024091288961,3,Excellent instructor with clear examples.,2
411,2,MECH-303,4802,494,3,1,12,215.10384243858007,6,74.67654151163104,5,Too fast-paced and hard to follow.,1
412,3,AUT-101,3452,432,4,2,26,273.89969836327305,9,94.03342312750742,2,Needs more hands-on practice.,0
413,7,AUT-101,3293,226,1,2,23,211.19595498767973,6,69.86210657334176,1,Very informative and well-structured.,1
414,1,AUT-101,1741,145,1,5,17,173.44815246911583,3,63.435036787713415,1,The class was engaging and clear.,0
415,8,ELEC-202,4662,144,5,2,24,227.75661225251048,5,67.37999072293255,3,Too fast-paced and hard to follow.,0
416,2,MECH-303,3708,100,1,4,29,158.51371618661042,6,85.63858967584522,4,The class was engaging and clear.,1
417,3,AUT-101,3697,267,4,3,21,150.21760910734096,4,77.7502836167243,2,The class was engaging and clear.,2
418,9,MECH-303,4542,207,5,2,29,238.58035548036344,4,95.20956037762139,5,Needs more hands-on practice.,2
419,7,MECH-303,4897,118,3,2,23,242.7879383782041,1,80.10843846944417,4,Very informative and well-structured.,2
420,4,AUT-101,2911,431,1,4,16,136.31308597562952,6,74.65091042407516,3,The class was engaging and clear.,1
421,5,AUT-101,2446,171,2,1,31,138.16011587790717,5,89.28763619433664,4,The class was engaging and clear.,1
422,2,MECH-303,1900,208,1,1,26,177.74751531834943,0,97.37669253667227,3,Too fast-paced and hard to follow.,1
423,8,AUT-101,3112,367,3,5,11,164.43475834101685,3,67.79229556224853,1,Very informative and well-structured.,2
424,4,AUT-101,4084,339,5,4,11,223.82443815826844,2,62.49381050827388,1,Very informative and well-structured.,2
425,9,AUT-101,3260,400,3,3,13,202.40249188827949,2,80.81086981470696,4,The class was engaging and clear.,0
426,5,ELEC-202,3009,189,2,3,13,258.2453128818303,6,74.94364105769405,2,Very informative and well-structured.,0
427,9,MECH-303,1241,202,4,4,25,215.86288626169917,9,99.45927874323917,5,Too fast-paced and hard to follow.,1
428,4,MECH-303,3540,349,1,3,27,167.7711585164161,3,73.11808920738667,3,Too fast-paced and hard to follow.,2
429,5,ELEC-202,4284,107,5,1,16,105.44355690567771,7,53.71657756801729,5,Too fast-paced and hard to follow.,2
430,9,MECH-303,4764,252,4,3,18,208.97279921385885,8,98.8684530388818,1,Needs more hands-on practice.,1
431,8,AUT-101,3385,446,3,3,24,114.48359448818614,2,92.179347279677,2,The class was engaging and clear.,2
432,3,MECH-303,3020,273,5,4,23,167.1522381539582,4,58.912507197898165,2,Very informative and well-structured.,1
433,1,AUT-101,1172,442,4,4,23,163.91366109516622,3,95.23026265564346,5,Too fast-paced and hard to follow.,2
434,3,ELEC-202,1671,257,5,3,14,174.57864425582844,9,67.03334104108723,1,The class was engaging and clear.,2
435,4,AUT-101,1163,314,2,2,15,134.19828700365713,5,68.85559922672223,5,The class was engaging and clear.,2
436,2,MECH-303,1464,276,2,4,25,163.7361695945025,9,95.31957411810797,4,Needs more hands-on practice.,1
437,1,MECH-303,4042,274,1,5,23,257.29522892259,3,76.50577825176576,2,Very informative and well-structured.,0
438,7,MECH-303,1496,439,1,5,26,257.15742437874667,7,56.888146469925985,2,Very informative and well-structured.,1
439,8,ELEC-202,1699,437,2,1,19,276.6249887732986,2,68.4528079670902,4,Too fast-paced and hard to follow.,1
440,7,ELEC-202,3442,245,5,3,22,200.5073262871887,4,86.10487231339404,1,Too fast-paced and hard to follow.,2
441,5,MECH-303,1702,423,2,2,14,213.5609564449123,0,58.709209403400834,2,The class was engaging and clear.,0
442,1,AUT-101,2940,260,1,1,21,258.0305708846829,5,79.51155987031794,3,Very informative and well-structured.,1
443,7,ELEC-202,3355,226,2,3,14,126.46695215314413,4,84.76370664722084,3,Very informative and well-structured.,2
444,7,MECH-303,2791,181,2,4,21,240.28142533518508,7,67.19267877712898,1,Too fast-paced and hard to follow.,0
445,9,MECH-303,1182,246,5,5,15,265.11723616978276,8,84.69403443541611,4,Excellent instructor with clear examples.,1
446,3,ELEC-202,1628,338,4,2,17,155.55198369811882,7,94.21036759146594,5,The class was engaging and clear.,1
447,9,ELEC-202,4865,183,1,5,16,269.131957280183,7,73.60583721166205,1,Very informative and well-structured.,1
448,1,ELEC-202,3557,212,5,4,25,302.88580401507915,2,69.14546640898928,5,Needs more hands-on practice.,0
449,1,AUT-101,2731,324,2,3,23,238.89233352554143,3,62.55792006791428,1,Needs more hands-on practice.,2
450,4,AUT-101,1545,431,2,4,20,229.72521843300618,3,80.2102739931652,3,Excellent instructor with clear examples.,1
451,9,MECH-303,2587,477,4,4,20,144.01119754353707,4,93.9926024019358,4,Too fast-paced and hard to follow.,2
452,6,ELEC-202,1623,342,1,5,24,253.4601964520462,8,66.2330633592597,3,Too fast-paced and hard to follow.,1
453,3,AUT-101,4835,242,1,2,18,148.72046736814434,8,69.81177622686518,4,Too fast-paced and hard to follow.,1
454,1,ELEC-202,1593,140,3,4,19,218.48704013201817,9,70.3312758774992,5,Needs more hands-on practice.,0
455,4,MECH-303,1743,357,1,5,25,223.55475536655123,0,78.04061708887586,1,Too fast-paced and hard to follow.,0
456,9,AUT-101,4298,384,4,2,22,35.1873494008735,7,61.42044807837193,2,Needs more hands-on practice.,1
457,3,AUT-101,2768,204,3,3,12,220.29016917678754,0,91.11055776538521,2,Excellent instructor with clear examples.,0
458,9,AUT-101,4804,301,3,3,16,331.0737393239244,1,64.78011387521107,4,The class was engaging and clear.,1
459,7,MECH-303,2459,406,2,1,26,95.40717888647643,6,85.2681345448341,4,Very informative and well-structured.,1
460,4,ELEC-202,2948,430,2,5,23,197.30540029934326,7,75.6607870889776,3,Excellent instructor with clear examples.,1
461,3,AUT-101,4493,365,1,2,24,102.64423116326904,0,79.29488016763784,2,Needs more hands-on practice.,0
462,5,MECH-303,3601,497,3,4,26,155.29292805974114,2,58.98043694136514,3,Excellent instructor with clear examples.,2
463,5,ELEC-202,3068,309,2,3,19,103.51115725898481,6,86.75115990890853,5,Very informative and well-structured.,2
464,3,MECH-303,3601,150,4,2,23,207.97711634986086,8,59.431025952131556,2,The class was engaging and clear.,0
465,9,ELEC-202,3444,217,2,5,17,239.68024016297971,7,55.673681881371955,5,Very informative and well-structured.,0
466,4,MECH-303,3672,300,2,1,13,220.4869316384546,7,77.33397499443934,1,Needs more hands-on practice.,2
467,5,ELEC-202,1104,476,3,3,15,153.4908765271214,8,85.46485684588326,3,Very informative and well-structured.,0
468,4,AUT-101,3239,138,3,2,24,169.53026217020363,9,52.50179182173784,4,Excellent instructor with clear examples.,2
469,5,ELEC-202,1016,127,5,2,19,213.61363430428196,2,53.469765747027104,2,Too fast-paced and hard to follow.,0
470,7,MECH-303,4191,358,4,2,25,155.05380049305398,7,90.13395813529596,3,Excellent instructor with clear examples.,2
471,9,MECH-303,1392,183,3,5,13,133.5602445742179,0,90.4516349753666,4,Needs more hands-on practice.,1
472,7,ELEC-202,1424,254,1,5,20,188.04364699490193,7,62.26523585295406,1,The class was engaging and clear.,2
473,5,AUT-101,3176,216,4,5,19,152.76458953637962,6,80.76141014001018,2,Very informative and well-structured.,1
474,7,AUT-101,4201,101,4,4,21,220.57789586268214,7,72.15900375723298,5,The class was engaging and clear.,1
475,5,ELEC-202,1571,192,3,2,17,264.9348700158459,0,81.63480207017565,1,Needs more hands-on practice.,0
476,3,ELEC-202,4631,265,4,3,23,329.8791701352882,5,93.14396420496126,4,Very informative and well-structured.,1
477,7,MECH-303,3076,486,3,5,21,216.9033456069825,6,53.99282122911283,2,Excellent instructor with clear examples.,2
478,2,AUT-101,2120,499,2,5,19,232.29860814097685,4,88.89922129942272,2,Excellent instructor with clear examples.,1
479,9,ELEC-202,4081,449,5,2,19,170.0341328352936,4,74.65145522605197,1,Needs more hands-on practice.,2
480,1,AUT-101,1241,395,2,5,28,173.13116128892275,6,78.20634718809983,2,Very informative and well-structured.,1
481,6,ELEC-202,4897,357,3,4,22,264.20281232704696,2,82.69656800085602,4,Excellent instructor with clear examples.,2
482,7,ELEC-202,3279,180,3,4,19,186.1836099926611,5,96.13115745645537,1,Needs more hands-on practice.,1
483,8,AUT-101,1788,367,2,5,17,203.64736893028913,6,52.835997677586896,5,Needs more hands-on practice.,2
484,9,ELEC-202,4355,334,1,2,15,261.14878350641675,0,51.47381760622238,1,The class was engaging and clear.,2
485,2,ELEC-202,1714,420,1,2,22,186.56864140567052,1,58.91308907443867,1,Excellent instructor with clear examples.,1
486,2,MECH-303,1758,410,1,2,27,275.02102188440745,3,99.32238630133682,5,Very informative and well-structured.,2
487,5,ELEC-202,3849,400,3,1,19,228.65146680257024,7,85.75381836888879,4,Excellent instructor with clear examples.,2
488,5,ELEC-202,1775,456,4,5,20,222.76990854891073,9,80.73205595272509,3,Excellent instructor with clear examples.,1
489,6,ELEC-202,3773,312,3,2,17,167.5905426466328,5,52.3519526707374,3,Excellent instructor with clear examples.,1
490,3,MECH-303,3247,161,4,4,16,225.45629975250526,0,93.95551119464824,5,Needs more hands-on practice.,0
491,8,AUT-101,3992,148,2,3,20,178.54770260668766,9,90.63784266485797,4,Too fast-paced and hard to follow.,2
492,1,MECH-303,1078,226,5,3,17,223.47044280978525,4,83.24000219335424,2,Too fast-paced and hard to follow.,0
493,6,MECH-303,4984,322,4,2,13,194.90874671197855,6,66.95654077423514,5,The class was engaging and clear.,0
494,4,AUT-101,4003,378,1,3,20,248.34047854920595,5,53.52524777841287,3,Excellent instructor with clear examples.,1
495,1,MECH-303,4926,393,3,3,22,198.41144136016223,8,79.00192439504613,4,Too fast-paced and hard to follow.,1
